quil_compiler_s,qpu_compiler_s
0.15269994735717773,0.0548548698425293
0.13046574592590332,0.050302982330322266
0.13516616821289062,0.0514061450958252
0.13210105895996094,0.05108499526977539
0.15795302391052246,0.050129175186157234
0.1404409408569336,0.04847502708435058
0.13564515113830564,0.05044126510620117
0.13614392280578613,0.050925016403198235
0.1348726749420166,0.051553010940551765
0.13182401657104492,0.05027008056640625
0.13333702087402344,0.05103516578674317
0.1398482322692871,0.049721717834472656
0.13213682174682614,0.04913783073425293
0.14914798736572266,0.06461811065673828
0.13763904571533206,0.05212688446044922
0.13820624351501465,0.04897618293762207
0.1451578140258789,0.050998926162719734
0.15065288543701172,0.0492548942565918
0.14795804023742676,0.058346986770629876
0.1446208953857422,0.05089497566223145
0.13164520263671875,0.04895806312561035
0.13549304008483887,0.05216503143310547
0.12532973289489746,0.04920697212219238
0.13117742538452148,0.05638909339904785
0.13855624198913574,0.05021500587463379
0.1453249454498291,0.05490875244140625
0.13724708557128906,0.05057096481323242
0.13208389282226562,0.05244231224060058
0.1354849338531494,0.04895806312561035
0.15469884872436526,0.050537824630737305
0.12828898429870605,0.050223112106323235
0.13439583778381348,0.049021244049072266
0.127655029296875,0.05040907859802246
0.1365511417388916,0.05399394035339356
0.13276314735412598,0.06175804138183594
0.14627981185913086,0.05376100540161133
0.13629412651062012,0.05230474472045898
0.13408994674682614,0.05292701721191406
0.13718891143798828,0.0507352352142334
0.14431214332580564,0.0587458610534668
0.1488640308380127,0.052510976791381836
0.15296506881713867,0.048157930374145515
0.14348316192626953,0.051152944564819336
0.13071942329406738,0.05159902572631836
0.1323261260986328,0.06072807312011719
0.13274598121643064,0.052715063095092766
0.14185309410095215,0.05357813835144043
0.12970805168151855,0.050390958786010735
0.1368422508239746,0.049663305282592766
0.13708019256591794,0.0505831241607666
0.13205313682556152,0.05080986022949219
0.1321699619293213,0.050251007080078125
0.1297750473022461,0.05145025253295898
0.17302393913269046,0.06278800964355469
0.14687514305114746,0.058408021926879876
0.17580175399780273,0.04996728897094727
0.1375720500946045,0.05067014694213867
0.1265869140625,0.05219721794128418
0.13214612007141113,0.05216193199157715
0.13225913047790527,0.057537078857421875
0.14787697792053225,0.054451942443847656
0.13602089881896973,0.05008220672607422
0.1295921802520752,0.050952911376953125
0.14168119430541992,0.049093961715698235
0.1319890022277832,0.06035184860229492
0.14606022834777832,0.05000805854797363
0.1372699737548828,0.052326202392578125
0.13356804847717285,0.057423830032348626
0.1486210823059082,0.05310988426208496
0.1318068504333496,0.049301862716674805
0.16365790367126465,0.05542302131652832
0.13907098770141602,0.050266027450561516
0.12524008750915527,0.050682783126831055
0.13822603225708008,0.05275917053222656
0.13723182678222656,0.051458120346069336
0.14248204231262207,0.05144000053405762
0.13600420951843262,0.04921674728393555
0.1316239833831787,0.050662755966186516
0.13236618041992188,0.05094408988952637
0.14652395248413086,0.05310988426208496
0.13622140884399414,0.05099964141845703
0.14197993278503418,0.05200505256652832
0.1399669647216797,0.05183625221252442
0.14022612571716309,0.05025315284729004
0.18489885330200195,0.05381393432617188
0.1455061435699463,0.05147409439086914
0.14112114906311035,0.054993867874145515
0.14241719245910645,0.049356698989868164
0.1333150863647461,0.05090594291687012
0.1339409351348877,0.05101203918457031
0.12983226776123047,0.05204010009765625
0.13284015655517578,0.050876379013061516
0.14604496955871582,0.06460690498352051
0.13603806495666504,0.049617767333984375
0.13967394828796387,0.053157806396484375
0.169417142868042,0.05070829391479492
0.14814496040344238,0.051466941833496094
0.12868094444274902,0.05773591995239258
0.13980579376220706,0.05140089988708496
0.13296198844909668,0.09041094779968263
0.12628889083862305,0.04887986183166504
0.13527917861938474,0.049542903900146484
0.1349492073059082,0.05032491683959961
0.12827014923095706,0.049440860748291016
0.1556720733642578,0.05506205558776856
0.12984299659729004,0.049169301986694336
0.13099169731140134,0.05201888084411621
0.14249300956726074,0.049848079681396484
0.13808107376098633,0.05217409133911133
0.12987780570983887,0.05031394958496094
0.13146281242370605,0.04947996139526367
0.13566279411315918,0.05009317398071289
0.1313621997833252,0.052654027938842766
0.13185811042785645,0.0509178638458252
0.13084173202514648,0.0503380298614502
0.1293189525604248,0.05583810806274414
0.13136005401611328,0.04945087432861328
0.13920116424560547,0.04944801330566406
0.12639284133911133,0.05092000961303711
0.12979888916015625,0.050163984298706055
0.15353012084960938,0.05002498626708984
0.12810802459716794,0.04963898658752442
0.14118409156799314,0.05519795417785645
0.1353309154510498,0.0531761646270752
0.13082194328308105,0.04893589019775391
0.1303699016571045,0.04891800880432129
0.1307518482208252,0.04900383949279785
0.1311178207397461,0.05159926414489746
0.12642884254455564,0.04988884925842285
0.1360909938812256,0.05071020126342773
0.13829898834228516,0.04955315589904785
0.13144898414611814,0.05098176002502442
0.14792203903198242,0.05892205238342285
