shots,time
1,0.4635879993438721
1,0.44475579261779785
1,0.4782359600067138
1,0.47763991355896
1,0.4898550510406494
1,0.4726090431213379
1,1.256570816040039
1,0.4617011547088623
1,0.4499330520629883
1,0.4135317802429199
1,0.4020850658416748
1,0.4016120433807373
1,0.4095323085784912
1,0.4156160354614258
1,0.4008328914642334
1,0.4365968704223633
1,0.4115898609161377
1,0.40728211402893066
1,0.40744900703430176
1,0.3989198207855225
1,0.4120211601257324
1,0.4092252254486084
1,0.4431800842285156
1,0.4733700752258301
1,0.42549490928649897
1,0.43881702423095703
1,0.409351110458374
1,0.4107818603515625
1,0.4587478637695313
1,0.5213758945465088
1,0.4504508972167969
1,0.4464199542999268
1,0.4584400653839111
1,0.4381799697875977
1,0.4457232952117921
1,0.4601850509643554
1,0.4458990097045897
1,0.4395818710327149
1,0.4418768882751465
1,0.4058098793029785
1,0.4185538291931152
1,0.4417421817779541
1,0.4726359844207764
1,0.4324932098388672
1,0.42325782775878906
1,0.4303460121154785
1,0.4299511909484863
1,0.4357030391693115
1,0.4292919635772705
1,0.40616321563720703
1,0.3897709846496582
1,0.3900458812713623
1,0.4422152042388916
1,0.42470717430114746
1,0.3893740177154541
1,0.4478549957275391
1,0.3983967304229736
1,0.39414310455322266
1,0.4220340251922608
1,0.3986170291900635
1,0.4178102016448975
1,0.4290170669555664
1,0.4524579048156738
1,0.4225168228149414
1,0.4174621105194092
1,0.4334080219268799
1,0.4048330783843994
1,0.3942379951477051
1,0.4573171138763428
1,0.4109971523284912
1,0.4148688316345215
1,0.3997509479522705
1,0.4700090885162354
1,0.3952958583831787
1,0.5089008808135986
1,0.4234943389892578
1,0.42555809020996094
1,0.3990721702575684
1,0.4032838344573975
1,0.4316627979278565
1,0.4048511981964111
1,0.4510929584503174
1,0.4402730464935303
1,0.40197300910949707
1,0.3947370052337647
1,0.395474910736084
1,0.4140551090240479
1,0.4256093502044678
1,0.3978149890899658
1,0.3909299373626709
1,0.3872640132904053
1,0.39185500144958496
1,0.4365499019622803
1,0.4437408447265625
1,0.4674680233001709
1,0.4438409805297852
1,0.4380369186401367
1,0.42838287353515625
1,0.4051909446716309
1,0.4287412166595459
2,0.4122631549835205
2,0.4328022003173828
2,0.4189431667327881
2,0.4236032962799072
2,0.3914687633514404
2,0.3860561847686768
2,0.3885908126831055
2,0.4024069309234619
2,0.4085578918457031
2,0.38579893112182617
2,0.39217281341552734
2,0.3916430473327637
2,0.3995139598846436
2,0.3846700191497803
2,0.4171509742736816
2,0.4080581665039063
2,0.4060289859771729
2,0.4448249340057373
2,0.3930008411407471
2,0.3992300033569336
2,0.3946127891540527
2,0.40859389305114746
2,0.3834528923034668
2,0.7289447784423828
2,0.3972547054290772
2,0.3921661376953125
2,0.4314801692962647
2,0.4189503192901611
2,0.4285109043121338
2,0.3872907161712647
2,0.4012842178344727
2,0.3774328231811523
2,0.3820309638977051
2,0.3915300369262695
2,0.4142510890960693
2,0.4163780212402344
2,0.4289631843566895
2,0.40711188316345215
2,0.3887510299682617
2,0.3956587314605713
2,0.4176461696624756
2,0.4428961277008057
2,0.3889119625091553
2,0.3899259567260742
2,0.40499210357666016
2,0.3949990272521973
2,0.4109001159667969
2,0.4611718654632568
2,0.3966531753540039
2,0.3882668018341065
2,0.396970272064209
2,0.3953051567077637
2,0.4359681606292725
2,0.3848268985748291
2,0.4355099201202393
2,0.40154600143432617
2,0.3878707885742188
2,0.37448596954345703
2,0.4282279014587401
