capture_0_oq,capture_1_oq,capture_2_oq,capture_3_oq,capture_0_result,capture_1_result,capture_2_result,capture_3_result
-2.21868455,-2.2927098,-2.81199552,-2.26083938,0,0,0,0
-2.55246405,-3.70056741,-3.38719562,-2.62998715,0,0,0,0
3.12471688,-2.97994912,-2.47495975,-1.67172756,1,0,0,0
-3.35342586,-1.75458714,-2.10342091,-1.92400012,0,0,0,0
-3.31976898,-2.48378646,-2.70302482,-3.17426696,0,0,0,0
-3.70099097,-3.24156284,-3.21646072,-3.49640846,0,0,0,0
-4.30958383,-1.16992183,-3.03666145,-3.31319198,0,0,0,0
2.24012751,2.81211827,-3.67041454,-3.27341408,1,1,0,0
-1.97720062,-2.34465338,-1.42770009,-2.01037861,0,0,0,0
-3.53779122,-2.87971012,-2.97713298,-2.45230272,0,0,0,0
1.20300492,-3.22808251,-1.92827787,-3.32803242,1,0,0,0
1.77999549,-1.92625765,-2.22152919,-3.21533158,1,0,0,0
2.09725704,-2.85765436,-2.22869348,-3.28591652,1,0,0,0
2.21792031,-1.75217036,-2.0920312,-2.9178882,1,0,0,0
-3.84793282,-2.84517929,-2.52749864,-2.78305989,0,0,0,0
-2.43634675,-1.64648425,-2.78672148,-2.08381228,0,0,0,0
2.62818169,-1.10216932,-2.64262985,-2.72330306,1,0,0,0
-0.96923513,-3.25607136,-1.82904191,-2.76334714,0,0,0,0
1.60564594,-3.80282141,-2.02713553,-2.92863473,1,0,0,0
3.01381834,-1.75437126,-2.27378756,-3.12796347,1,0,0,0
1.34711768,-2.90480927,-3.77240144,-3.86792012,1,0,0,0
-2.90241428,-1.22915814,-2.82235704,-1.73484478,0,0,0,0
1.97146721,-3.58992703,-2.88254432,-2.3758458,1,0,0,0
-3.05496529,-1.77705102,-4.24469858,-3.17943431,0,0,0,0
1.62623581,-2.59139854,-3.40928696,-4.49521169,1,0,0,0
1.10824862,-3.03110424,-3.52268033,-3.13997604,1,0,0,0
-0.89511899,-3.36094089,-1.72710586,-1.50487106,0,0,0,0
-2.79158112,-4.17895764,-3.65785435,-3.37898359,0,0,0,0
2.27566771,-3.12014073,-2.92061176,-1.12712858,1,0,0,0
1.03025632,-3.93311158,-2.68238429,-2.32595634,1,0,0,0
0.40869853,-2.63323635,-2.89883707,-1.14612086,1,0,0,0
-2.92602312,-3.0147925,-3.37270461,-2.912049,0,0,0,0
-3.82868983,-3.99179347,-2.77996901,-2.25003213,0,0,0,0
-3.914354,-4.16068882,-1.56323332,-4.2122107,0,0,0,0
-2.35141795,-2.6379196,-3.50845009,-3.09160184,0,0,0,0
-2.79283058,-3.43471691,-3.26839164,-2.72172391,0,0,0,0
0.51515289,-2.53896862,-3.49723063,-2.99161319,1,0,0,0
-2.86417436,-3.06222122,-1.77887846,-2.19639931,0,0,0,0
-1.66943986,-4.19712216,-2.57869326,-3.72601077,0,0,0,0
-3.85284051,-2.44873986,-3.84357087,-3.45601365,0,0,0,0
-2.94164494,-2.22898964,-3.89372818,-2.80448887,0,0,0,0
2.65263114,-1.95332728,-2.84135882,-3.02921124,1,0,0,0
1.67604219,-2.74780169,-1.60006434,-2.94719189,1,0,0,0
2.95195691,-3.10212541,-2.14562733,-3.26129869,1,0,0,0
-3.42383049,-2.69339718,-2.56033335,-2.44099386,0,0,0,0
0.67710513,-2.43335869,-3.39086764,-3.2010518,1,0,0,0
3.16443443,-3.81585993,-3.31570171,-2.13773493,1,0,0,0
-2.65972298,-2.50024907,-2.9112136,-1.83076989,0,0,0,0
2.04001926,-2.66060866,-2.1822134,-3.3945635,1,0,0,0
-2.94065885,-3.59422043,-2.89740358,-2.08431203,0,0,0,0
-2.71177478,-2.51705199,-3.18803303,-2.4866676,0,0,0,0
-2.67799478,-3.1240629,-2.58639902,-1.98468249,0,0,0,0
0.97342022,-3.87606695,-2.940212,-1.89563744,1,0,0,0
-3.24266553,-2.28593759,-1.81626584,-2.07868535,0,0,0,0
2.89388299,-3.23518962,-2.13904027,-3.1770777,1,0,0,0
-1.71059947,-3.30914482,-2.93653104,-2.00031921,0,0,0,0
-1.99493486,-2.11402886,-3.6631085,-1.2626484,0,0,0,0
2.91451328,-1.57412905,-2.09445246,-2.68383268,1,0,0,0
-2.97093578,-1.63963344,-2.46721338,-1.70551259,0,0,0,0
1.91574786,-3.67807187,-2.91268397,-2.50669401,1,0,0,0
-3.11273895,-2.57911365,-3.17926519,-2.70793587,0,0,0,0
2.17037853,-2.33219489,-2.0399794,-3.41245756,1,0,0,0
-3.08231171,-1.09346407,-2.97213122,-4.5583982,0,0,0,0
2.18415912,-3.90118696,-2.14605406,-3.68275866,1,0,0,0
1.35090761,-1.55789675,-3.04635353,-2.36525927,1,0,0,0
-3.44842933,-2.63881311,-1.47723351,-3.43369618,0,0,0,0
-2.16977578,-2.73483787,-3.03911008,-2.35803742,0,0,0,0
-2.85228267,-1.92736983,-1.80854667,-0.9409369,0,0,0,0
-3.85512151,-3.37637551,-2.95487698,-1.34046637,0,0,0,0
-3.96197625,-2.26912331,-2.3156859,-2.39339359,0,0,0,0
2.0008482,-3.37186083,-1.74826644,-1.94795411,1,0,0,0
-1.99595224,-1.68116242,-0.83296644,-2.65482999,0,0,0,0
-3.48402895,-2.94786505,-2.4280183,-2.10590977,0,0,0,0
-3.75098959,-2.21225228,-2.77270656,-3.92455049,0,0,0,0
3.59263159,-1.94372889,-2.26442479,-3.43978032,1,0,0,0
-2.08864957,-3.26971784,-1.72263682,-1.32128298,0,0,0,0
-1.07032936,-0.41891932,-1.81226507,-2.8176669,0,1,0,0
-2.9308401,-2.86921728,-2.26366669,-2.47558672,0,0,0,0
1.07906526,-3.47679257,-3.24366949,-2.61503328,1,0,0,0
