capture_0_oq,capture_1_oq,capture_2_oq,capture_3_oq,capture_0_result,capture_1_result,capture_2_result,capture_3_result
-3.31682861,-2.53828112,-1.98818855,-2.86550317,0,0,0,0
-2.67193709,-2.85693277,-3.51264253,-2.91827898,0,0,0,0
-2.60979608,-2.45198533,-1.46791907,-1.32990209,0,0,0,0
-3.666614,-3.42852026,-2.05260627,-2.96013933,0,0,0,0
2.59868354,-3.02282721,-3.30506079,-1.64678395,1,0,0,0
0.92765326,-3.6163874,-2.31754147,-2.85579488,1,0,0,0
-2.09468678,-1.90344024,-2.94115413,-3.02570071,0,0,0,0
1.9445844,-4.05667089,-2.16316301,-2.26601977,1,0,0,0
2.70661563,-2.10097395,-3.16105969,-3.12647521,1,0,0,0
-1.58054326,-2.84871962,-2.24352404,-2.84722298,0,0,0,0
-1.87085848,-2.15831455,-1.30126188,-0.85334415,0,0,0,0
-1.28599452,-3.97448018,-2.28435323,-2.31209956,0,0,0,0
-2.67412551,-2.52881125,-1.98751222,-3.92585099,0,0,0,0
-3.02282609,-3.15905213,-3.42644565,-1.06107024,0,0,0,0
2.38903109,-2.33304724,-3.09545472,-2.28211302,1,0,0,0
-2.35004555,-2.58910954,-2.98561119,-1.99386626,0,0,0,0
2.17359699,-1.5645057,-3.28374431,-3.83533314,1,0,0,0
2.624893,-2.49896273,-2.61335913,-1.57174114,1,0,0,0
-3.12023554,-3.23710665,-2.2216823,-2.84557994,0,0,0,0
-2.48226747,-2.47721504,-2.33687311,-2.92116031,0,0,0,0
1.53994514,-2.40393691,-1.8656116,-2.37371661,1,0,0,0
2.32345182,-2.10693274,-3.50567959,-2.44079605,1,0,0,0
1.60110686,-2.66782586,-3.67621891,-2.45662443,1,0,0,0
-3.51162255,-3.18652764,-1.15683693,-2.48412509,0,0,0,0
-3.35042216,-2.81076636,-1.40988966,-3.81886028,0,0,0,0
1.87611077,-2.63103042,-2.93112732,-3.22767831,1,0,0,0
-2.76918598,-2.62649525,-1.965262,-2.97892224,0,0,0,0
2.32805535,-3.61110233,-1.20298881,-2.54097898,1,0,0,0
2.05153786,-2.75064018,-1.80695672,-3.49449739,1,0,0,0
-1.41760446,-2.92068608,-2.67213434,-2.91181356,0,0,0,0
1.58418901,-2.08430737,-2.42271367,-3.15664932,1,0,0,0
-2.66184118,-1.97168738,-3.2610409,-1.90861635,0,0,0,0
2.3004353,-2.93489415,-1.59559418,-2.55111046,1,0,0,0
-3.10509503,-2.9840555,-2.26416923,-2.96178386,0,0,0,0
2.05626898,-3.46887298,-2.56424639,-2.84564737,1,0,0,0
2.08766162,-3.98342907,-2.86638644,-2.79449541,1,0,0,0
-2.73945276,-1.8940933,-3.35394926,-1.82539169,0,0,0,0
-3.00075207,-1.66234188,-2.10131165,-4.35261838,0,0,0,0
0.23633149,1.53493937,-1.63115058,-3.10139097,1,1,0,0
2.93682888,-2.519246,-3.44039723,-3.20065655,1,0,0,0
-1.57738198,-2.70644892,-2.59245485,-3.20179276,0,0,0,0
2.13986859,-1.72778983,-2.76302155,-2.51926295,1,0,0,0
-3.88173647,-2.86806878,-2.68117003,-2.34811008,0,0,0,0
0.37870146,-1.58885531,-3.43385041,-3.61748561,1,0,0,0
2.00200938,-2.2368731,-2.0529693,-2.91814543,1,0,0,0
1.53656136,-2.69449409,-1.44322086,-2.84152348,1,0,0,0
2.19328515,-1.89416632,-3.03498078,-3.41480188,1,0,0,0
-2.8074624,-4.16970365,-2.93696746,-2.03656144,0,0,0,0
-1.85097475,-2.62441244,-2.684105,-1.24964183,0,0,0,0
0.91826916,-3.02695669,-3.17439102,-2.11985111,1,0,0,0
1.73147172,-2.96863522,-1.99289545,-2.44136099,1,0,0,0
-2.47838646,-2.44512949,-0.89099146,-1.53975608,0,0,0,0
2.7592117,-3.96275707,-2.92022657,-3.67878191,1,0,0,0
-2.42565442,-2.54866704,-3.12753841,-3.4944877,0,0,0,0
1.56540386,-1.83902942,-3.91732939,-3.05221844,1,0,0,0
-2.87229903,-2.1119006,-3.44917327,-3.00530847,0,0,0,0
-2.81927679,-1.81795266,-3.5825137,-3.5469491,0,0,0,0
-3.68579812,-4.19383273,-2.78088097,-2.2814298,0,0,0,0
-3.1230608,-3.57313305,-3.4142442,-2.44721957,0,0,0,0
-3.93072553,-2.00986899,-2.03132369,-3.72464731,0,0,0,0
-4.21094112,-2.53297426,-2.59619951,-4.22882847,0,0,0,0
2.19678096,1.52658466,-3.109123,-1.85508262,1,1,0,0
-3.97561081,-3.70713994,-2.5082916,-2.97994092,0,0,0,0
1.25161186,2.296702,-3.63528207,-1.84596106,1,1,0,0
1.48705067,-3.42151485,-4.1295059,-3.07200458,1,0,0,0
1.61533207,-4.30858396,-2.4979081,-2.24793646,1,0,0,0
2.27649398,-1.94498952,-2.92316601,-3.33464257,1,0,0,0
-2.46282909,-3.97351272,-3.23148444,-0.76618725,0,0,0,0
-1.94538571,-2.74795536,-2.33054664,-4.11573499,0,0,0,0
1.87289305,-2.16888357,-3.67937386,-3.44411954,1,0,0,0
2.00165119,-1.90414563,-3.60846929,-2.19946764,1,0,0,0
-2.43847184,-4.51645367,-4.00533639,-3.39684822,0,0,0,0
1.38927763,-2.55322531,-1.4792731,-2.39339899,1,0,0,0
1.0748418,-2.50005722,-2.21699253,-3.07337418,1,0,0,0
-2.11995076,-3.42486389,-2.42787134,-3.83423939,0,0,0,0
-0.47451183,-2.21331175,-3.83524224,-2.49340832,0,0,0,0
-2.89235581,-3.88103239,-2.71034408,-4.12609391,0,0,0,0
2.24168263,-2.09168252,-3.27880643,-2.92003024,1,0,0,0
3.48643921,-3.009158,-4.11269888,-3.04338224,1,0,0,0
-3.16844396,-2.57204119,-3.05917505,-3.27055268,0,0,0,0
1.80186983,-0.94520468,-2.55810004,-3.24118435,1,0,0,0
-4.08923514,-2.88884547,-2.61546262,-2.47402973,0,0,0,0
-1.78915579,-2.50344705,-4.32031117,-2.24105828,0,0,0,0
2.23893244,-3.18017974,-3.10457107,-2.1057995,1,0,0,0
-1.42956963,-3.18182372,-2.92246994,-2.61871461,0,0,0,0
0.65054074,-1.86931901,-3.59403752,-2.20649131,1,0,0,0
3.94227356,-2.12705899,-3.35365981,-2.04986148,1,0,0,0
-3.57085541,-2.63489336,-1.83195304,-3.53956036,0,0,0,0
-2.98453402,-3.02451886,-2.00973339,-3.18655446,0,0,0,0
2.42408235,2.16096286,-3.14553082,-4.6250999,1,1,0,0
1.38287963,-4.2548012,-3.25518064,-2.88616195,1,0,0,0
1.21745551,-2.08004303,-2.34041363,-2.48714276,1,0,0,0
2.23845039,-2.92678475,-2.53857803,-2.77533345,1,0,0,0
-2.86463145,-2.97262892,-2.13182643,-2.57063657,0,0,0,0
-3.14142331,-1.84683967,-2.00361442,-2.08635144,0,0,0,0
2.00714711,-2.13338435,-2.70505287,-2.48299465,1,0,0,0
1.6179001,-1.98083017,-3.30211148,-3.35339308,1,0,0,0
3.59244868,-3.67096961,-2.94007678,-4.33484428,1,0,0,0
0.96318452,-3.54022011,-3.26311626,-3.08900364,1,0,0,0
-3.97831276,-2.20540371,-2.77816691,-3.09049785,0,0,0,0
2.38203965,2.48644855,-3.00707817,-2.77730543,1,1,0,0
-4.3380063,-2.82244906,-3.54505107,-2.02586725,0,0,0,0
-3.260291,-2.29296871,-2.45542955,-4.07614484,0,0,0,0
-2.23511234,-3.4090478,-3.3411108,-3.68253849,0,0,0,0
2.27388553,-1.25560928,-3.16673443,-2.28171032,1,0,0,0
0.44431305,-2.3245478,-2.33888291,-2.33077239,1,0,0,0
-3.45788896,-1.2782624,-2.79636998,-2.05701254,0,0,0,0
2.25446448,-3.45532633,-2.80838907,-3.22186872,1,0,0,0
3.19286548,-2.63802595,-2.09721271,-3.41356993,1,0,0,0
2.81440485,-3.14214043,-2.26496812,-3.10903545,1,0,0,0
-1.98750403,-2.86489837,-2.0530533,-2.40593646,0,0,0,0
-1.03380987,-2.51992252,-1.24803055,-1.8593017,0,0,0,0
-2.50431672,-4.36797254,-1.46276234,-3.49500217,0,0,0,0
-1.60856023,-2.16682721,-2.83574387,-3.05462144,0,0,0,0
-1.13676377,-2.12626588,-3.59365195,-3.18112373,0,0,0,0
-2.01601665,-1.96564589,-3.02287135,-3.27115916,0,0,0,0
-4.44920994,-1.91507619,-1.81728527,-1.06260767,0,0,0,0
-2.44793445,-2.49190666,-2.60695852,-3.41357067,0,0,0,0
-3.11944466,-2.41339188,-3.11868507,-4.06901911,0,0,0,0
-2.29054969,-2.16546524,-2.83114072,-2.74927523,0,0,0,0
0.72879242,-2.23989431,-3.43877263,-2.72813104,1,0,0,0
-3.9298635,-2.29225364,-1.83049887,-1.64088476,0,0,0,0
1.69866271,-1.98514741,-3.05843893,-1.29515305,1,0,0,0
1.56406164,-4.01560143,-2.21772902,-3.18769924,1,0,0,0
-2.72368155,-0.77959169,-2.7323883,-3.89419906,0,0,0,0
-3.21754441,-3.60068381,-2.45367829,-2.59390734,0,0,0,0
-3.52878459,-1.55501971,-3.77692021,-1.83746275,0,0,0,0
2.12334096,-3.84566374,-2.59266067,-2.91838869,1,0,0,0
2.21177991,-2.77274549,-3.06248702,-2.00104304,1,0,0,0
2.56311167,1.32441167,-2.92005595,-0.68676127,1,1,0,0
-2.14458518,-3.44487317,-2.51728911,-2.24174,0,0,0,0
2.09718999,-2.04543825,-2.72430945,-2.6861582,1,0,0,0
-3.3172071,-1.53968427,-1.45953223,-3.13440934,0,0,0,0
-3.48883793,-2.93845292,-1.0539528,-2.90643908,0,0,0,0
1.30762998,-2.7085064,-2.71183476,-1.32302437,1,0,0,0
-2.93761604,-1.83586311,-1.65320989,-4.66072448,0,0,0,0
-2.39086132,-3.1473197,-2.25699544,-3.42562534,0,0,0,0
1.37556922,-1.67114958,-2.46840138,-1.56804398,1,0,0,0
-2.69804224,-2.10436173,-2.86166575,-3.17582786,0,0,0,0
3.15953344,-3.10849976,-2.73858849,-2.94085816,1,0,0,0
1.8561583,-1.42176487,-4.94735576,-2.06639599,1,0,0,0
1.34327356,-3.22996117,-2.15016734,-2.8390659,1,0,0,0
3.98933254,-2.42498405,-2.53283884,-2.73852814,1,0,0,0
-1.72265358,-4.85342965,-2.75521521,-3.86646464,0,0,0,0
-2.20489129,-2.82486416,-2.28146706,-3.42792794,0,0,0,0
-3.03243846,-2.57357974,-1.44703574,-3.06304619,0,0,0,0
-3.06905396,-1.9088557,-4.67578918,-3.77678089,0,0,0,0
1.51677607,-1.46503672,-1.96373872,-3.02508008,1,0,0,0
1.70833096,-4.28120457,-2.71134544,-2.90417913,1,0,0,0
-2.9421512,-3.4645997,-2.75650788,-1.40001131,0,0,0,0
-2.44119745,-2.74096522,-2.63626669,-2.17538178,0,0,0,0
-2.56718453,-4.97146472,-3.36291157,-3.33452709,0,0,0,0
-2.10891329,-3.32541578,-3.41787264,-2.79716272,0,0,0,0
-2.62639858,-2.10964438,-3.49117965,-1.36345318,0,0,0,0
2.56202072,-1.93099324,-2.07438674,-3.97567898,1,0,0,0
1.01276292,-2.66032759,1.29815564,-1.45780034,1,0,1,0
1.2264912,-2.63281409,-2.84080077,-1.993623,1,0,0,0
-3.58763002,-2.6317589,-3.41740996,-2.1332575,0,0,0,0
-2.29765717,-3.20718288,-1.75482426,-2.27176454,0,0,0,0
2.11107917,1.5392242,-2.26706062,-3.07655819,1,1,0,0
2.72843987,-2.25727763,-2.56811269,-1.59003437,1,0,0,0
2.71042902,-1.73891857,-2.66627837,-2.97765378,1,0,0,0
1.43542234,-2.34434027,-1.63150821,-3.39990407,1,0,0,0
-2.60643736,-2.2676412,-4.0071737,-1.42813129,0,0,0,0
-2.58396063,-2.3115661,-2.91463193,-2.39592288,0,0,0,0
1.49875907,2.9805772,-3.95727828,-1.1756382,1,1,0,0
-1.58075411,-2.66995989,-2.63693389,-2.21042689,0,0,0,0
1.54999252,-2.2328224,-1.80791654,-3.32459807,1,0,0,0
1.21859917,-2.11910345,-3.24504264,-4.17272635,1,0,0,0
-2.38235835,-2.52345428,-1.32552693,-1.18212337,0,0,0,0
0.93568191,-2.51240693,-1.77732129,-1.96702797,1,0,0,0
-3.04513928,-3.21147703,-2.20791679,-2.83624679,0,0,0,0
1.7547233,-2.10187305,-3.47847119,-2.12055594,1,0,0,0
-2.92066019,-3.16692814,-3.46995108,-2.15051994,0,0,0,0
-3.47486734,-3.56413834,-2.24806052,-3.25744338,0,0,0,0
-2.14183182,-1.97578091,-2.39628572,-2.88065877,0,0,0,0
1.6711548,-2.85314545,-3.05548254,-2.37521641,1,0,0,0
-3.36716697,-2.85348333,-2.02038344,-1.14586977,0,0,0,0
-2.51399335,-2.97664795,-3.4257438,-3.65970992,0,0,0,0
0.95716733,-2.58332454,-2.99296267,-1.92210805,1,0,0,0
1.5660271,-3.09227314,-3.07223611,-2.56725382,1,0,0,0
1.4034085,-1.09845521,-2.81272903,-3.02941091,1,0,0,0
1.07482616,-2.75013093,-2.85334159,-2.76963469,1,0,0,0
-2.44243219,-2.54211668,-2.86968872,-0.35218764,0,0,0,1
-3.24992649,-1.52860172,-2.87827458,-2.8417049,0,0,0,0
2.28134617,-1.32799586,-3.35158743,-1.95200182,1,0,0,0
-2.44525485,-3.41735072,-3.45081873,-2.11926233,0,0,0,0
1.73241422,-2.51421425,-2.18278747,-1.12237008,1,0,0,0
2.68313438,-2.18180995,-2.03605313,-1.81261878,1,0,0,0
1.47295929,-1.63980052,-2.21622288,-2.4439035,1,0,0,0
-2.59351693,-3.01869772,-2.0107463,-3.15158963,0,0,0,0
-3.0761946,-3.60828377,-3.2505542,-2.68887877,0,0,0,0
2.259342,-1.37276277,-2.10172851,-1.85756497,1,0,0,0
1.97955687,-2.01806463,-2.41487287,-3.08293682,1,0,0,0
1.6949283,-2.60589365,-1.05322581,-3.06184012,1,0,0,0
-1.82596277,-1.71078332,-3.8383007,-3.43810059,0,0,0,0
1.99722443,-2.72056945,-1.50410607,-2.73049921,1,0,0,0
-3.04891933,-2.93238144,-2.10481714,-1.38837807,0,0,0,0
-2.13344395,-3.47727239,-2.40866356,-3.71486619,0,0,0,0
-2.496491,-3.08947563,-2.30548233,-2.96808947,0,0,0,0
1.8252369,-2.41127349,-3.21489498,-2.82014292,1,0,0,0
2.42992174,-2.80693844,-4.04587127,-3.05353794,1,0,0,0
-3.64826284,-2.67462805,-2.87594926,-2.6597729,0,0,0,0
-2.28517074,-4.29682471,-3.68897058,-2.2507811,0,0,0,0
2.04076078,-3.45153473,-2.61105411,-3.68013382,1,0,0,0
2.51914524,-2.10060123,-2.41245478,-2.08434612,1,0,0,0
2.2244297,-2.57940292,-2.47218981,-2.169686,1,0,0,0
-1.71047132,-3.27755772,-3.34803276,-2.95310933,0,0,0,0
2.52174139,-2.71838736,-3.58362868,-2.57831719,1,0,0,0
-4.23763096,-2.26487108,-3.51018235,-2.5957562,0,0,0,0
-2.91451272,-1.90984514,-3.20592076,-2.2992352,0,0,0,0
-3.08038089,-1.86517201,-1.5980199,-2.94733047,0,0,0,0
-1.93326529,-2.17167269,-1.16566764,-2.79078279,0,0,0,0
1.58262961,-1.91645678,-2.84218471,-2.96421871,1,0,0,0
1.89544316,-0.81968261,-2.53750756,-3.36513855,1,0,0,0
-2.79213432,-3.3512257,-2.27352399,-2.11260524,0,0,0,0
1.13583421,-1.83857176,-3.05277053,-4.21555117,1,0,0,0
-2.96978112,-2.37810221,-2.86222901,-2.84576211,0,0,0,0
1.51916724,-2.38648709,-3.28796245,-2.15171631,1,0,0,0
2.91052964,-2.121564,-3.95559408,-1.89527087,1,0,0,0
-3.25569026,-3.01888641,-2.86622327,-1.65059343,0,0,0,0
1.7481843,-2.60559786,-2.80568153,-2.45900992,1,0,0,0
-3.090561,-3.50193493,-2.71130409,-3.83735262,0,0,0,0
-2.10922491,-2.02309545,-2.24281587,-2.73995996,0,0,0,0
-3.29555944,-2.21103281,-2.08010264,-3.74376215,0,0,0,0
-0.30550454,-2.4516996,-3.08217816,-3.09904926,1,0,0,0
0.81403982,-3.6638625,-2.40949392,-3.33885998,1,0,0,0
2.07453575,-1.69517864,-3.15460972,-3.61915976,1,0,0,0
1.69543326,-2.75579132,-2.93039083,-2.57470328,1,0,0,0
1.29222525,-2.27744579,-2.50206385,-2.42607649,1,0,0,0
-1.67184081,-2.86811329,-2.51835752,-1.26041621,0,0,0,0
1.77671742,1.35134952,-2.56923903,-2.44093984,1,1,0,0
-2.29437333,-1.16558233,-2.04372983,-3.77688333,0,0,0,0
-3.02047227,-3.6453668,-2.82849874,-2.74661556,0,0,0,0
-4.05656509,-3.06526143,-4.30689976,-4.09804285,0,0,0,0
-1.93559099,-2.64286678,-2.34529804,-1.69128645,0,0,0,0
-3.61076407,-0.89461589,-3.11994012,-3.1678725,0,0,0,0
2.11012978,-2.18514558,-3.39208916,-2.3351565,1,0,0,0
-3.35564725,-2.28048973,-2.37258747,-1.47674102,0,0,0,0
-3.10614072,-1.96096171,-2.85295192,-1.77835599,0,0,0,0
-1.94782987,-3.33464667,-1.97788812,-1.95763018,0,0,0,0
-2.90809833,-1.2986213,-3.90909277,-1.61359757,0,0,0,0
-2.37229895,-2.68688742,-3.29347923,-2.6162399,0,0,0,0
1.48332706,-3.82117219,-2.79433317,-4.09920476,1,0,0,0
1.73599999,-1.38970148,-3.25906649,-4.14953083,1,0,0,0
1.79693028,-2.48610713,-2.85211653,-2.81799268,1,0,0,0
1.68499984,-3.1048758,-2.61688102,-3.32728624,1,0,0,0
-3.80224064,-2.44191103,-2.83589587,-1.78699922,0,0,0,0
-2.12943461,-4.62699495,-1.5408176,-1.14079351,0,0,0,0
-1.90397315,-2.70107966,-2.99598612,-2.53369752,0,0,0,0
-3.27920876,-3.09038069,-3.70708443,-2.7122559,0,0,0,0
-1.68578085,-2.30225511,-3.50355394,-3.27260308,0,0,0,0
-2.95714382,-3.18529084,-2.65891217,-2.36228816,0,0,0,0
2.48555243,-2.79715303,-3.11029591,-3.56143154,1,0,0,0
2.53883842,-2.55508348,-2.95511037,-2.68392768,1,0,0,0
0.94936527,1.92220174,-3.01293321,-3.36214937,1,1,0,0
0.91883698,-2.41261851,-3.30955312,-2.9335022,1,0,0,0
-3.16158123,-2.00297143,-1.33404462,-1.36210304,0,0,0,0
1.32267326,-4.71366495,-1.97491702,-1.68149825,1,0,0,0
-2.29360983,-2.37887315,-2.85461377,-1.36581305,0,0,0,0
1.7771855,-2.068335,-1.86486468,-1.38191907,1,0,0,0
-2.58631278,-3.50957401,-2.83399206,-1.33307818,0,0,0,0
3.73361334,-2.57305875,-3.40070203,-1.78165715,1,0,0,0
-2.89609451,-0.67472616,-2.40309481,-2.52845436,0,0,0,0
2.2841977,-2.47756988,-3.54620926,-1.67668816,1,0,0,0
1.96855124,-3.35572883,-3.20482142,-2.99422182,1,0,0,0
2.64229178,-3.22042443,-2.42998265,-2.14716177,1,0,0,0
2.03527622,-1.85000077,-3.40317078,-2.45568212,1,0,0,0
2.30454504,-2.16930714,-1.77865736,-3.02903224,1,0,0,0
-3.55508588,-3.12392227,-3.04350108,-3.24206315,0,0,0,0
0.00407984,-2.05905903,-2.98526492,-2.9750064,1,0,0,0
0.66413702,-1.29749393,-2.60015428,-2.37852074,1,0,0,0
1.11166527,-1.60701238,-2.74440944,-2.0194659,1,0,0,0
-2.19619703,-3.38578857,-2.12335344,-2.65215598,0,0,0,0
1.76709406,-2.27395035,-2.92432755,-2.46034302,1,0,0,0
1.3632996,-3.43688801,-2.45838221,-3.13500427,1,0,0,0
2.16341373,1.27696991,-0.48486227,-2.49991026,1,1,0,0
-2.56026387,-3.00421733,-1.16333477,-3.46616618,0,0,0,0
-2.22024135,-1.01875085,-4.06859629,-2.38148421,0,0,0,0
-3.10936067,-4.4375293,-1.57629494,-1.98829249,0,0,0,0
-2.28068847,-1.81821883,-1.21824723,-2.70290971,0,0,0,0
1.33578246,-1.1148124,-3.34975757,-2.63292175,1,0,0,0
-2.54247691,-2.55783666,-2.04198621,-2.62596365,0,0,0,0
0.88144336,-1.96297467,-3.12705487,-1.88501924,1,0,0,0
-1.78188886,-2.77514458,-3.01846284,-3.25608961,0,0,0,0
0.21236474,-0.87293722,-3.3432465,-1.91481058,1,0,0,0
-2.76849587,-3.85145321,-3.33640352,-2.01714057,0,0,0,0
2.04739962,-3.40662263,-2.48971581,-2.17129309,1,0,0,0
1.40603725,-2.68587042,-2.5309002,-3.28097083,1,0,0,0
-2.91000158,-3.27455886,-2.58255247,-2.44399011,0,0,0,0
-2.65277475,-2.31263041,-2.68434398,-1.15608051,0,0,0,0
-2.31546815,-3.35706696,-2.34454125,-1.73997693,0,0,0,0
1.57035124,-1.9942008,-3.5048198,-4.20086347,1,0,0,0
-3.08510512,-3.61884721,-3.49148624,-2.94418558,0,0,0,0
2.5983803,-2.87794303,-3.15991044,-3.18660103,1,0,0,0
3.37797329,-4.5936849,-2.2723699,-2.87320614,1,0,0,0
2.18706597,-4.06417549,-1.75069291,-3.39596421,1,0,0,0
-2.34481711,-2.83700731,-2.72763204,-3.19164544,0,0,0,0
2.67231576,-2.6817685,-2.84193996,-1.99986473,1,0,0,0
-3.30522172,-3.26247104,-3.3008486,-2.30388716,0,0,0,0
2.97325384,-2.11228747,-4.30689454,-2.03825664,1,0,0,0
-2.45367773,-2.61665583,-2.49295551,-2.39217952,0,0,0,0
-3.43108624,-3.14315036,-2.73555629,-1.84744708,0,0,0,0
-3.23436372,-2.57899724,-5.20814881,-2.12535914,0,0,0,0
-1.92986671,-2.13211682,-2.8483633,-2.84610298,0,0,0,0
1.66484751,-2.87620481,-0.91336509,-2.87466552,1,0,0,0
0.71877511,-3.04943565,-2.16310341,-0.5285548,1,0,0,0
3.1079812,-2.30814014,-0.53207669,-3.04323677,1,0,0,0
-3.49308141,-3.09077203,-2.04480793,-4.35761139,0,0,0,0
-2.44862884,-3.63006108,-3.25247124,-2.41273399,0,0,0,0
1.32361706,-2.05009393,-2.00413186,-2.44978983,1,0,0,0
-4.35021743,-1.87543444,-2.01893896,-3.45019847,0,0,0,0
-3.6933735,-3.90521102,-1.83424428,-2.58625001,0,0,0,0
1.84897538,-2.92890184,-0.83025182,-1.49379382,1,0,0,0
-1.44032426,-1.08292829,-1.76484305,-3.57933939,0,0,0,0
1.37292203,-2.26119738,-2.27725655,-2.01602504,1,0,0,0
-3.73769067,-2.87613347,-1.79125853,-2.82586906,0,0,0,0
-1.58701204,-2.73057595,-3.3167813,-3.17115635,0,0,0,0
1.4016239,-1.55434003,-3.00176963,-1.13314455,1,0,0,0
-2.33976822,-2.93714125,-2.20973436,-2.80144755,0,0,0,0
1.22359525,-3.01349182,-2.16587204,-2.44105086,1,0,0,0
-2.40577273,-2.55199745,-2.35870909,-2.5648335,0,0,0,0
-2.82129552,-3.29101756,-1.7593788,-2.81474032,0,0,0,0
-2.68111303,-3.26503254,-2.27473769,-2.89922003,0,0,0,0
-2.8413957,-1.90158896,-4.59467806,-3.55776995,0,0,0,0
-3.92783359,-1.51110673,-2.71363072,-3.56692784,0,0,0,0
0.85698543,-3.42994258,-3.04271374,-2.14786138,1,0,0,0
2.31126621,-2.36866046,-4.56175171,-4.18495089,1,0,0,0
-3.48729417,-4.29767706,-2.20094118,-1.88077688,0,0,0,0
1.4529502,-2.26919334,-3.04270294,-2.68528741,1,0,0,0
1.82111915,-2.65555847,-3.45708877,-2.08089929,1,0,0,0
0.4662551,-4.63763922,-3.07116322,-2.71717384,1,0,0,0
2.53249314,-3.02017648,-1.74616594,-3.4223929,1,0,0,0
-2.57846694,-4.26281281,-0.7761009,-2.5881676,0,0,0,0
-2.84956507,-3.09471227,-1.90153699,-2.65701748,0,0,0,0
-1.95352901,-1.88968573,-1.90845318,-3.01549491,0,0,0,0
2.10942663,-1.36183575,-2.07175929,-3.14870551,1,0,0,0
1.74303483,-2.61489507,-2.25359946,-3.37532647,1,0,0,0
-3.72879766,-1.60899889,-1.19584026,-1.09026022,0,0,0,0
-2.86942832,-2.73409951,-2.77317129,-2.26783007,0,0,0,0
-1.67280231,-1.40512614,-3.6981944,-2.46141125,0,0,0,0
-1.77265592,-2.19319016,-3.11957262,-1.02631701,0,0,0,0
1.42860245,-1.08033083,-3.19731012,-2.75518559,1,0,0,0
-2.15807427,-3.34040672,-3.34265567,-3.65691707,0,0,0,0
0.64713592,-2.3481505,-3.11187003,-3.01282275,1,0,0,0
-2.20530201,-2.75557637,-2.85729412,-2.59497706,0,0,0,0
1.36743989,-3.19793187,-3.33778448,-2.47191116,1,0,0,0
1.46460105,-1.0219614,-3.28583829,-2.76062377,1,0,0,0
-2.75002513,-3.06119565,-3.1530153,-3.15864868,0,0,0,0
1.48219103,1.21165244,-3.32114883,-2.68151443,1,1,0,0
-3.27452384,-2.49625426,-3.87207381,-2.17179619,0,0,0,0
1.10988338,-0.98615186,-2.14019585,-2.17490587,1,0,0,0
2.30925735,-1.93361454,-3.18595134,-2.88453158,1,0,0,0
-2.29116958,-1.98467132,-2.55955011,-2.23371796,0,0,0,0
-2.57572494,-2.36014631,-2.66191307,-2.76796073,0,0,0,0
0.02960637,-3.34034711,-2.27484424,-3.3826381,1,0,0,0
1.06639322,-2.10175365,-1.79714803,-1.39173865,1,0,0,0
1.37550067,-1.90420933,-2.74828803,-2.74025723,1,0,0,0
2.58485526,-1.67579539,-2.3203548,-2.0261351,1,0,0,0
-2.59410441,-2.45831721,-2.19223797,-4.0155232,0,0,0,0
1.53384404,-3.16114649,-3.41648944,-2.16070693,1,0,0,0
2.1372484,-3.57766747,-3.07739228,-2.85193827,1,0,0,0
2.48295162,-2.01333407,-2.1910049,-2.26685274,1,0,0,0
1.80927832,1.33447731,-2.91688126,-2.95494795,1,1,0,0
-3.23361494,-2.22452115,-0.63111437,-2.65478306,0,0,0,0
-2.1493718,-1.5077604,-1.62562467,-3.85300815,0,0,0,0
0.93025658,1.66464262,-3.50370631,-2.10061166,1,1,0,0
3.23306099,-4.0681053,-1.43739954,-1.77218989,1,0,0,0
-2.68544666,-2.90090889,-1.66572686,-3.15918587,0,0,0,0
1.7991798,2.66260654,-4.77909073,-3.02095655,1,1,0,0
2.26379614,-2.15467922,-1.61933322,-3.30475345,1,0,0,0
-0.95785698,-3.84843946,-2.86241546,-3.29354629,0,0,0,0
-1.99306086,-2.80757379,-2.43873429,-2.97006033,0,0,0,0
2.65596937,-2.92597786,-2.60944683,-2.06439514,1,0,0,0
1.60198994,0.73459912,-1.79851633,-2.22766958,1,1,0,0
-2.04133391,-2.5867546,-1.42821874,-3.82324569,0,0,0,0
2.78224479,-4.80152704,-3.85318808,-2.01090276,1,0,0,0
-2.30091028,-1.21789891,-2.00584792,-2.71830056,0,0,0,0
-4.38571647,-2.65395548,-2.65759956,-2.30422579,0,0,0,0
-2.792871,-2.55573858,-4.03999537,-2.782939,0,0,0,0
2.35045366,-3.2051824,-3.24949436,-2.53420789,1,0,0,0
-3.75918038,-2.42465511,-1.88585278,-1.94886066,0,0,0,0
1.18741235,-3.50873806,-1.94611326,-2.53971741,1,0,0,0
-0.29989332,-3.09680253,-2.37547792,-2.10342314,1,0,0,0
1.34442868,-3.45152952,-3.25455517,-2.22923178,1,0,0,0
-2.60352157,-1.70663893,-2.43840702,-3.52399834,0,0,0,0
2.92245261,-2.67638713,-2.68271286,-3.24753597,1,0,0,0
1.83096305,-3.32536772,-1.6098097,-2.18523722,1,0,0,0
2.03842334,-2.67263502,-1.650545,-2.79903859,1,0,0,0
-3.50017026,-3.71899828,-2.39644945,-1.54611962,0,0,0,0
2.00393628,-1.88189689,-2.29497012,-2.02677343,1,0,0,0
-2.89299823,-1.55335143,-3.04112211,-1.64359435,0,0,0,0
-2.93630436,-3.55456881,-2.52671838,-2.40665786,0,0,0,0
